Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
1971,Bhatinda,309,SC,Punjab,Bhan Singh Bhaura,Communist Party Of India,"5,31,021","2,75,026",0.518
1971,Bhavnagar,115,GEN,Gujarat,Prasanwvadan Manilal Mehta,Indian National Congress ORGANISATION,"5,01,185","2,18,600",0.436
1971,Bhilwara,327,GEN,Rajasthan,Hamendra Singh,Bhartiya Jan Sangh,"5,60,991","3,03,352",0.541
1971,Bhind,168,GEN,Uttar Pradesh and Chhattisgarh,Vijaya Raje Scindia,Bhartiya Jan Sangh,"5,48,963","3,67,951",0.67
1971,Bhir,235,GEN,Maharashtra,Pandit Sayajirao Trimbakrao,Indian National Congress,"5,70,905","2,79,818",0.49
1971,Bhiwandi,212,GEN,Maharashtra,Shrikrishna Vaijanath Dhamankar,Indian National Congress,"5,79,891","3,47,627",0.6
1971,Bhopal,194,GEN,Uttar Pradesh and Chhattisgarh,Shankar Dayal Sharma Khushilal Vaidya,Indian National Congress,"5,81,472","3,26,690",0.562
1971,Bhubaneswar,284,GEN,Orissa,Chintamani Panigrahi,Indian National Congress,"5,71,276","2,65,968",0.466
1971,Bidar,249,SC,Mysore,Shanker Dev Balaji Rao,Indian National Congress,"5,19,641","2,82,251",0.543
1971,Bijapur,275,GEN,Mysore,Bhimappa Ellappa Choudhari,Indian National Congress,"4,50,749","2,23,285",0.495
1971,Bijnor,376,SC,Uttar Pradesh and Uttarakhand,Swami Ramanand Shastri,Indian National Congress,"5,18,152","2,23,152",0.431
1971,Bikaner,311,GEN,Rajasthan,Karni Singh,Independent,"6,04,172","3,41,913",0.566
1971,Bikramganj,93,GEN,Uttar PradeBihar,Sheo Pujan Singh,Indian National Congress,"6,31,135","3,46,088",0.548
1971,Bilaspur,179,GEN,Uttar Pradesh and Chhattisgarh,Ramgopal Tiwari,Indian National Congress,"5,03,299","2,22,939",0.443
1971,Bilhaur,435,GEN,Uttar Pradesh and Uttarakhand,Shushila Rohatgi,Indian National Congress,"5,39,963","2,76,893",0.513
1971,Birbhum,496,SC,West Bengal,Gadadhar Saha,Communist Party Of India MARXIST,"4,91,845","2,15,720",0.439
1971,Bobbili,3,GEN,Andhra Pradesh,Karri Narayana Rao,Indian National Congress,"5,09,133","2,74,000",0.538
1971,Bodda,80,GEN,Uttar PradeBihar,Jagdish N. Mandal,Indian National Congress,"5,51,225","1,98,068",0.359
1971,Bolangir,291,GEN,Orissa,Raj Raj Singh Deo,Swatantra,"5,01,534","2,13,390",0.426
1971,Bolpur,495,GEN,West Bengal,Saradish Roy,Communist Party Of India MARXIST,"5,13,097","2,70,782",0.528
1971,Bombay Central,209,GEN,Maharashtra,R. D. Bhandare,Indian National Congress,"5,50,555","3,57,338",0.649
1971,Bombay Central South,208,GEN,Maharashtra,Kader Abdul Saledbnoy,Indian National Congress,"5,37,390","3,38,356",0.63
1971,Bombay North East,211,GEN,Maharashtra,Rajaram Gopal Kulkarni Alias Raja,Indian National Congress,"8,58,986","5,30,817",0.618
1971,Bombay North West,210,GEN,Maharashtra,Hari Ramachandra Gokhale,Indian National Congress,"7,44,376","4,53,040",0.609
1971,Bombay South,207,GEN,Maharashtra,Kailas Narain Narula Shivnarain,Indian National Congress,"4,73,507","2,97,698",0.629
1971,Broach,129,GEN,Gujarat,T. S. Mansinhji Bhasahes,Indian National Congress,"4,85,094","3,05,207",0.629
1971,Budaun,380,GEN,Uttar Pradesh and Uttarakhand,Karan Singh Yadav,Indian National Congress,"5,40,654","2,71,265",0.502
1971,Bulandshahr,449,GEN,Uttar Pradesh and Uttarakhand,Surendra Pal Singh,Indian National Congress,"5,47,535","3,06,452",0.56
1971,Buldana,219,GEN,Maharashtra,Yadav Shivram Mahajan,Indian National Congress,"4,90,284","3,18,398",0.649
1971,Bulsar,132,ST,Gujarat,Nanubhai Nichhabhai Patel,Indian National Congress ORGANISATION,"4,95,109","2,55,444",0.516
1971,Burdwan,493,GEN,West Bengal,Somnath Chatterjee,Communist Party Of India MARXIST,"5,77,512","3,72,040",0.644
1971,Buxar,92,GEN,Uttar PradeBihar,Anant Prasad Sharma,Indian National Congress,"6,05,435","2,94,676",0.487
1971,Cachar,42,GEN,Assam,Jyotsna Chanda,Indian National Congress,"4,95,827","2,05,486",0.414
1971,Calcutta North East,476,GEN,West Bengal,Hiren Mukherjee,Communist Party Of India,"5,38,997","2,92,503",0.543
1971,Calcutta North West,475,GEN,West Bengal,Asoke Kumar Sen,Indian National Congress,"6,29,041","2,57,684",0.41
1971,Calcutta South,477,GEN,West Bengal,Priya Ranjandas Munsi,Indian National Congress,"5,01,831","2,96,088",0.59
1971,Chail,428,SC,Uttar Pradesh and Uttarakhand,Chhote Lal,Indian National Congress,"5,32,023","1,59,692",0.3
1971,Chamarajanagar,262,SC,Mysore,S. M. Siddaiya,Indian National Congress,"4,85,184","2,85,347",0.588
1971,Chanda,227,GEN,Maharashtra,Abdul Shafi,Indian National Congress,"5,20,311","3,43,096",0.659
1971,Chandauli,422,GEN,Uttar Pradesh and Uttarakhand,Sudhaker Pandey,Indian National Congress,"5,48,251","3,10,357",0.566
1971,Chandigarh,502,GEN,Chandigarh,Amar Nath Vidyalankar,Indian National Congress,"1,16,685","73,418",0.629
1971,Chandni Chowk,508,GEN,Delhi,Subhadra Joshi,Indian National Congress,"1,94,732","1,40,186",0.72
1971,Chapra,61,GEN,Uttar PradeBihar,Ram Shekhar Prasad Singh,Indian National Congress,"6,24,439","3,10,930",0.498
1971,Chatra,99,GEN,Uttar PradeBihar,Shankar Dyal Singh,Indian National Congress,"5,46,816","1,61,031",0.295
1971,Chatrapur,286,GEN,Orissa,Jaganath Rao R.,Indian National Congress,"5,59,938","2,59,232",0.463
1971,Chhindwara,191,GEN,Uttar Pradesh and Chhattisgarh,Gargishanker Ramkrishna,Indian National Congress,"5,16,841","2,13,510",0.413
1971,Chidambaram,343,SC,Tamil Nadu,V. Mayavan,Dravida Munetra Kazhagam,"5,54,449","4,10,311",0.74
1971,Chikkodi,273,SC,Mysore,B Shankaranand,Indian National Congress,"4,72,997","2,80,501",0.593
1971,Chikmagalur,267,GEN,Mysore,D. B. Chandre Gowda,Indian National Congress,"4,56,969","2,70,207",0.591
1971,Chimur,226,GEN,Maharashtra,Krishnarao Dagoji Thakur,Indian National Congress,"5,34,997","3,57,087",0.668
1971,Chingleput,336,GEN,Tamil Nadu,C. Chittibabu,Dravida Munetra Kazhagam,"5,80,796","4,33,934",0.747
1971,Chirayinkil,165,GEN,Kerala,Vayalar Ravi,Indian National Congress,"5,02,730","3,20,083",0.637
1971,Chitradurga,254,GEN,Mysore,Kondajji Basappa,Indian National Congress,"5,71,726","3,46,945",0.607
1971,Chittoor,21,GEN,Andhra Pradesh,P. Narasimha Reddy,Indian National Congress,"5,41,516","3,74,038",0.691
1971,Chittorgarh,326,GEN,Rajasthan,Jhunjhunwala Bishwanath,Bhartiya Jan Sangh,"5,43,641","2,64,399",0.486
1971,Coimbatore,350,GEN,Tamil Nadu,K. Balathandayutham,Communist Party Of India,"6,31,568","4,26,188",0.675
1971,Contai,485,GEN,West Bengal,Samar Guha,Praja Socialist Party,"5,34,463","3,60,838",0.675
1971,Cooch Behar,457,SC,West Bengal,Benoy Krishna Daschowdhury,Indian National Congress,"5,65,683","3,59,788",0.636
1971,Cuddalore,342,GEN,Tamil Nadu,S. Radhakrishnan,Indian National Congress,"5,91,447","4,42,672",0.749
1971,Cuddapah,23,GEN,Andhra Pradesh,Yieswara Reddy,Communist Party Of India,"5,77,026","3,39,165",0.588
1971,Cuttack,282,GEN,Orissa,Janki Ballav Patnaik,Indian National Congress,"5,85,928","2,97,637",0.508
1971,D And N Haveli,503,ST,Dadra & Nagar Haveli,Ramubhai Ravjibhai Patel,Indian National Congress,"33,012","23,037",0.698
1971,Dabhoi,128,GEN,Gujarat,Prabhudas Khushalbhai Patel,Indian National Congress,"4,78,771","3,14,222",0.656
1971,Dahanu,213,ST,Maharashtra,Laxman Karadya Dumada,Indian National Congress,"4,64,763","2,40,453",0.517
1971,Dahod,123,ST,Gujarat,Bhaljibhai Ravjibhai Parmar,Indian National Congress ORGANISATION,"4,49,130","1,74,580",0.389
1971,Damoh,189,GEN,Uttar Pradesh and Chhattisgarh,Varah Giri Shanker Giri,Indian National Congress,"5,15,469","2,49,783",0.485
1971,Darbhanga,71,GEN,Uttar PradeBihar,Vinoda Nand Jha,Indian National Congress,"6,70,870","3,83,417",0.572
1971,Darjeeling,459,GEN,West Bengal,Ratanlall Brahman,Communist Party Of India MARXIST,"5,02,303","2,68,931",0.535
1971,Dausa,315,GEN,Rajasthan,Nawal Kishore Sharma,Indian National Congress,"5,98,337","2,86,647",0.479
1971,Dehra Dun,456,GEN,Uttar Pradesh and Uttarakhand,Mulki Raj,Indian National Congress,"5,14,650","2,84,188",0.552
1971,Delhi Sadar,509,GEN,Delhi,Amar Nath Chawla,Indian National Congress,"2,34,764","1,58,528",0.675
1971,Deoria,412,GEN,Uttar Pradesh and Uttarakhand,Bishwanath Roy,Indian National Congress,"5,66,332","2,14,463",0.379
1971,Dhanbad,101,GEN,Uttar PradeBihar,Ram Narain Sharma,Indian National Congress,"5,70,192","2,38,464",0.418
1971,Dhandhuka,116,GEN,Gujarat,H. M. Patel,Swatantra,"4,58,464","2,50,443",0.546
1971,Dhar,199,ST,Uttar Pradesh and Chhattisgarh,Bharatsingh,Bhartiya Jan Sangh,"4,87,056","2,41,511",0.496
1971,Dharapuram,352,SC,Tamil Nadu,C. T. Dhandapani,Dravida Munetra Kazhagam,"6,06,592","4,16,568",0.687
1971,Dharwar North,271,GEN,Mysore,Sarojini Bindurao Mahishi,Indian National Congress,"4,62,408","2,93,135",0.634
1971,Dharwar South,270,GEN,Mysore,Momsin Fhakruddin Musensab,Indian National Congress,"4,79,636","2,97,573",0.62
1971,Dhenkanal,295,GEN,Orissa,Devendra Satpathy,Indian National Congress,"5,49,438","2,42,999",0.442
1971,Dhubri,45,GEN,Assam,Moinul Haque Chowdhury,Indian National Congress,"4,34,342","2,74,329",0.632
1971,Dhulia,217,GEN,Maharashtra,Chudaman Ananda Patil,Indian National Congress,"5,18,605","2,98,910",0.576
1971,Diamond Harbour,472,GEN,West Bengal,Jyotirmoy Basu,Communist Party Of India MARXIST,"5,69,286","3,96,845",0.697
1971,Dibrugarh,55,GEN,Assam,Robindra Nath Kakoty,Indian National Congress,"4,22,229","2,12,155",0.503
1971,Dindigul,355,GEN,Tamil Nadu,M. Rajangam,Dravida Munetra Kazhagam,"6,19,290","4,39,408",0.71
1971,Domariaganj,406,GEN,Uttar Pradesh and Uttarakhand,Keshav Dev Malviya,Indian National Congress,"5,50,897","2,86,485",0.52
1971,Dumka,81,ST,Uttar PradeBihar,Satya Charan Besra,Indian National Congress,"5,25,852","1,66,147",0.316
1971,Durg,184,GEN,Uttar Pradesh and Chhattisgarh,Chandoolal Chandrakar,Indian National Congress,"5,63,344","2,55,044",0.453
1971,East Delhi,507,GEN,Delhi,H. K. L. Bhagat,Indian National Congress,"3,58,046","2,32,070",0.648
1971,Eluru,11,GEN,Andhra Pradesh,Kommareddi Suryanarayana,Indian National Congress,"5,65,759","3,62,960",0.642
1971,Ernakulam,157,GEN,Kerala,Henry Austin,Indian National Congress,"5,34,112","3,82,724",0.717
1971,Etah,442,GEN,Uttar Pradesh and Uttarakhand,Rohan Lal,Indian National Congress,"5,14,110","2,95,425",0.575
1971,Etawah,437,GEN,Uttar Pradesh and Uttarakhand,Shree Shankar Tewari,Indian National Congress,"5,05,583","2,78,229",0.55
1971,Faizabad,398,GEN,Uttar Pradesh and Uttarakhand,Ram Krishna Sinha,Indian National Congress,"4,75,256","2,07,803",0.437
1971,Farrukhabad,439,GEN,Uttar Pradesh and Uttarakhand,Awadhesh Chandra Singh,Indian National Congress,"5,49,383","2,91,901",0.531
1971,Fatehpur,429,GEN,Uttar Pradesh and Uttarakhand,Sant Bux Singh,Indian National Congress,"5,58,022","2,41,128",0.432
1971,Fazilka,297,GEN,Punjab,Gurdas Singh,Shiromani Akali Dal,"5,46,486","3,51,323",0.643
1971,Ferozepur,298,GEN,Punjab,Mohinder Singh,Indian National Congress,"5,37,573","2,90,318",0.54
1971,Firozabad,443,SC,Uttar Pradesh and Uttarakhand,Chhatrapati Ambesh,Indian National Congress,"5,35,786","1,66,702",0.311
1971,Gandhinagar,118,SC,Gujarat,Somchandbhai Manubhai Solanki,Indian National Congress ORGANISATION,"5,59,956","3,03,113",0.541
1971,Ganganagar,310,SC,Rajasthan,Panna Lal Barupal,Indian National Congress,"6,11,698","2,81,280",0.46
1971,Garhwal,373,GEN,Uttar Pradesh and Uttarakhand,Pratap Singh,Indian National Congress,"4,56,149","1,45,398",0.319
1971,Gauhati,48,GEN,Assam,Dinesh Chandra Goswami,Indian National Congress,"4,29,982","2,31,908",0.539
1971,Gaya,98,SC,Uttar PradeBihar,Ishwar Choudhary,Bhartiya Jan Sangh,"5,39,404","2,53,735",0.47
1971,Ghatal,483,GEN,West Bengal,Jagadish Bhattacharyya,Communist Party Of India MARXIST,"5,09,019","3,72,171",0.731
1971,Ghatampur,434,SC,Uttar Pradesh and Uttarakhand,Tula Ram,Indian National Congress,"5,51,028","2,24,110",0.407
1971,Ghazipur,421,GEN,Uttar Pradesh and Uttarakhand,Sarjoo Pandey,Communist Party Of India,"5,53,089","2,81,576",0.509
1971,Ghosi,415,GEN,Uttar Pradesh and Uttarakhand,Jharkhande,Communist Party Of India,"5,67,904","2,66,488",0.469
1971,Giridih,100,GEN,Uttar PradeBihar,Chapalendu Bhattacharyya,Indian National Congress,"5,30,962","1,80,711",0.34
1971,Gobichettipalayam,353,GEN,Tamil Nadu,P. A. Saminathan,Dravida Munetra Kazhagam,"5,65,827","3,89,907",0.689
1971,Godhra,124,GEN,Gujarat,Piloo Homi Mody,Swatantra,"4,52,598","2,06,136",0.456
1971,Gonda,404,GEN,Uttar Pradesh and Uttarakhand,Anand Singh,Indian National Congress ORGANISATION,"4,91,813","2,15,971",0.439
1971,Gopalganj,59,GEN,Uttar PradeBihar,Dwarika Nath Tiwary,Indian National Congress,"5,62,299","3,13,957",0.558
1971,Gorakhpur,409,GEN,Uttar Pradesh and Uttarakhand,Narsingh Narian,Indian National Congress,"4,93,030","2,61,439",0.53
1971,Gudivada,12,GEN,Andhra Pradesh,Ankinedu Maganti,Indian National Congress,"5,81,062","4,00,773",0.69
1971,Gulbarga,250,GEN,Mysore,Dharamao Sharanappa Afzalpurkar,Indian National Congress,"5,23,684","2,62,905",0.502
1971,Guna,170,GEN,Uttar Pradesh and Chhattisgarh,Madhav Rao Scindia,Bhartiya Jan Sangh,"5,70,743","3,23,325",0.567
1971,Guntur,16,GEN,Andhra Pradesh,Kotha Raghuramaiah,Indian National Congress,"6,29,787","4,24,053",0.673
1971,Gurdaspur,301,GEN,Punjab,Prabodh Chandra,Indian National Congress,"5,38,901","3,01,337",0.559
1971,Gurgaon,138,GEN,Haryana,Tayyab Hussain,Indian National Congress,"5,84,957","3,98,638",0.682
1971,Gwalior,169,GEN,Uttar Pradesh and Chhattisgarh,Atal Bihari Vajpayee,Bhartiya Jan Sangh,"5,68,108","3,31,716",0.584
1971,Hajipur,64,GEN,Uttar PradeBihar,Digvijay Narain Singh,Indian National Congress ORGANISATION,"6,22,672","4,01,687",0.645
1971,Hamirpur,431,GEN,Uttar Pradesh and Uttarakhand,Swami Brahmanand Ji,Indian National Congress,"5,14,662","2,79,854",0.544
1971,Hamirpur,500,GEN,Himachal Pradesh,Narain Chand,Indian National Congress,"4,28,989","2,04,222",0.476
1971,Hapur,450,GEN,Uttar Pradesh and Uttarakhand,B. P. Maurya,Indian National Congress,"5,78,138","3,76,612",0.651
1971,Hardoi,389,SC,Uttar Pradesh and Uttarakhand,Kinder Lal,Indian National Congress,"5,30,174","2,01,783",0.381
1971,Hassan,266,GEN,Mysore,Nuggehalli Shivappa,Indian National Congress,"5,09,214","2,68,070",0.526
1971,Hathras,446,SC,Uttar Pradesh and Uttarakhand,Chandra Pal Shailani,Indian National Congress,"5,48,458","2,40,087",0.438
1971,Hatkanangale,247,GEN,Maharashtra,Dattatraya Baburao Kadam,Indian National Congress,"5,18,707","3,82,895",0.738
1971,Hazaribagh,102,GEN,Uttar PradeBihar,Damodar Pandey,Indian National Congress,"5,75,155","1,78,226",0.31
1971,Hindaun,318,SC,Rajasthan,Jagannath Prasad,Indian National Congress,"5,90,800","2,74,855",0.465
1971,Hindupur,24,GEN,Andhra Pradesh,P. Bayapa Reddy,Indian National Congress,"5,30,692","2,91,271",0.549
1971,Hissar,140,GEN,Haryana,Mani Ram Godara,Indian National Congress,"5,14,678","3,21,994",0.626
1971,Hooghly,481,GEN,West Bengal,Bijoy Krishna Modak,Communist Party Of India MARXIST,"6,30,767","4,41,659",0.7
1971,Hoshangabad,193,GEN,Uttar Pradesh and Chhattisgarh,Chaudhary Nitiraj Singh Daulat Singh,Indian National Congress,"4,79,175","2,09,776",0.438
1971,Hoshiarpur,302,GEN,Punjab,Darbara Singh,Indian National Congress,"5,24,148","3,27,544",0.625
1971,Hoskote,258,GEN,Mysore,M. V. Krishnappa,Indian National Congress,"5,75,814","3,20,722",0.557
1971,Howrah,478,GEN,West Bengal,Samar Mukherjee,Communist Party Of India MARXIST,"5,99,034","3,30,787",0.552
1971,Hyderabad,30,GEN,Andhra Pradesh,G. S. Melkote,Telangana Praja Samithi,"4,91,227","2,42,830",0.494
1971,Indore,198,GEN,Uttar Pradesh and Chhattisgarh,Prakash Chandra Sethi,Indian National Congress,"5,40,530","3,12,416",0.578
1971,Inner Manipur,514,GEN,Manipur,N. Tomsi Singh,Indian National Congress,"2,85,986","1,42,405",0.498
1971,Jabalpur,188,GEN,Uttar Pradesh and Chhattisgarh,Govind Das,Indian National Congress,"5,18,961","2,07,959",0.401
1971,Jainagar,68,GEN,Uttar PradeBihar,Bhogendra Jha,Communist Party Of India,"6,26,757","3,44,597",0.55
1971,Jaipur,314,GEN,Rajasthan,Gyatri Devi,Swatantra,"5,91,100","3,28,143",0.555
1971,Jajpur,280,SC,Orissa,Anandi Charan Das,Indian National Congress,"5,94,393","3,08,875",0.52
1971,Jalaun,433,SC,Uttar Pradesh and Uttarakhand,Chowdhary Ram Sewak,Indian National Congress,"5,30,682","3,02,530",0.57
1971,Jalgaon,218,GEN,Maharashtra,Krishnarao Madhavrao Patil,Indian National Congress,"5,29,930","3,12,260",0.589
1971,Jalna,233,GEN,Maharashtra,Baburao Janglu Kale,Indian National Congress,"5,31,700","2,60,630",0.49
1971,Jalore,329,GEN,Rajasthan,Narendra Kumar Sanghi,Indian National Congress,"5,69,889","2,69,275",0.473
1971,Jalpaiguri,458,ST,West Bengal,Tuna Oraon,Indian National Congress,"4,88,587","3,06,173",0.627
1971,Jammu,147,GEN,Jammu & Kashmir,Inderjit Malhotra,Indian National Congress,"4,83,472","2,92,392",0.605
1971,Jamnagar,112,GEN,Gujarat,Daulatsinhji Pratapsnji Jadeja,Indian National Congress,"4,56,276","2,24,567",0.492
1971,Jamshedpur,104,GEN,Uttar PradeBihar,Sardar Swaran Singh,Indian National Congress,"6,02,867","1,80,720",0.3
1971,Jamui,85,SC,Uttar PradeBihar,Bhola Manjhi,Communist Party Of India,"6,54,630","3,39,077",0.518
1971,Jangipur,463,GEN,West Bengal,Lutfal Haque,Indian National Congress,"5,56,704","3,17,319",0.57
1971,Janjgir,178,SC,Uttar Pradesh and Chhattisgarh,Minimata Agamdas,Indian National Congress,"5,19,962","1,46,113",0.281
1971,Jaunpur,419,GEN,Uttar Pradesh and Uttarakhand,Rajdeo Singh,Indian National Congress,"5,44,769","2,74,070",0.503
1971,Jehanabad,96,GEN,Uttar PradeBihar,Chandra Shekhar Sinha,Communist Party Of India,"6,08,878","3,94,254",0.648
1971,Jhabua,202,ST,Uttar Pradesh and Chhattisgarh,Bhagirath Bhanwar,Samyukta Socialist Party,"4,98,047","1,96,183",0.394
1971,Jhajjar,137,GEN,Haryana,Sher Singh,Indian National Congress,"5,51,818","3,70,363",0.671
1971,Jhalawar,323,GEN,Rajasthan,Brij Raj Singh,Bhartiya Jan Sangh,"5,08,045","2,97,520",0.586
1971,Jhansi,432,GEN,Uttar Pradesh and Uttarakhand,Govind Dass Richharia,Indian National Congress,"5,36,539","2,77,973",0.518
1971,Jhargram,487,ST,West Bengal,Amiya Kumar Kisku,Indian National Congress,"5,28,392","3,59,606",0.681
1971,Jhun Jhunu,312,GEN,Rajasthan,Shivnath Singh,Indian National Congress,"6,04,320","3,80,835",0.63
1971,Jodhpur,331,GEN,Rajasthan,Krishna Kumari,Independent,"5,97,682","3,73,589",0.625
1971,Jorhat,53,GEN,Assam,Tarun Gogoi,Indian National Congress,"4,25,987","1,94,353",0.456
1971,Joynagar,470,SC,West Bengal,Sakti Kumar Sarkar,Indian National Congress,"5,61,119","3,93,696",0.702
1971,Jullundur,303,GEN,Punjab,Swaran Singh,Indian National Congress,"5,09,737","3,23,374",0.634
1971,Junagadh,113,GEN,Gujarat,Nanjibhai Ravjibhai Vekaria,Indian National Congress,"4,44,069","2,09,908",0.473
1971,Kaira,125,GEN,Gujarat,Dharmasinh Dadubhai Desai,Indian National Congress ORGANISATION,"4,79,256","3,06,863",0.64
1971,Kairana,454,GEN,Uttar Pradesh and Uttarakhand,Shafquat Jang,Indian National Congress,"5,60,709","3,17,198",0.566
1971,Kaisarganj,401,GEN,Uttar Pradesh and Uttarakhand,Shakuntala Nayar,Bhartiya Jan Sangh,"5,15,726","1,90,431",0.369
1971,Kaithal,135,GEN,Haryana,Gulzari Lal Nanda,Indian National Congress,"5,19,031","3,51,635",0.678
1971,Kakinada,7,GEN,Andhra Pradesh,M. S. Sanjeevi Rao,Indian National Congress,"5,66,461","3,66,066",0.646
1971,Kalahandi,289,GEN,Orissa,Pratap Keshari Deo,Swatantra,"4,36,752","1,69,068",0.387
1971,Kaliabor,52,GEN,Assam,Bedabrata Barua,Indian National Congress,"4,30,809","2,05,287",0.477
1971,Kallakurichi,344,GEN,Tamil Nadu,M. Devekan,Dravida Munetra Kazhagam,"5,58,064","4,04,015",0.724
1971,Kanakapura,260,GEN,Mysore,C. K. Jaffer Sharief,Indian National Congress,"4,84,298","3,13,659",0.648
1971,Kanara,269,GEN,Mysore,Naik Balakrishna Venkanna,Indian National Congress,"4,93,908","2,47,689",0.502
1971,Kangra,499,GEN,Himachal Pradesh,Vikram Chand,Indian National Congress,"4,09,838","1,74,472",0.426
1971,Kanker,182,ST,Uttar Pradesh and Chhattisgarh,Arvind Vishramsingh,Indian National Congress,"4,83,374","2,16,958",0.449
1971,Kannauj,438,GEN,Uttar Pradesh and Uttarakhand,S. N. Misra,Indian National Congress,"5,68,938","2,59,651",0.456
1971,Kanpur,436,GEN,Uttar Pradesh and Uttarakhand,S. M. Banerjee,Independent,"5,06,045","2,47,530",0.489
1971,Karad,245,GEN,Maharashtra,Dajisaheb Ramrao Chavan,Indian National Congress,"5,03,710","3,14,605",0.625
1971,Karimganj,43,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,"4,97,720","2,10,476",0.423
1971,Karimnagar,37,GEN,Andhra Pradesh,M. Satyanarayan Rao,Telangana Praja Samithi,"5,48,849","2,63,288",0.48
1971,Karnal,134,GEN,Haryana,Madho Ram,Indian National Congress,"5,04,480","3,27,638",0.65
1971,Karol Bagh,510,SC,Delhi,Sohan Lal,Indian National Congress,"2,54,558","1,63,162",0.641
1971,Karur,357,GEN,Tamil Nadu,Gopal,Indian National Congress,"5,93,409","4,22,396",0.712
1971,Kasargod,148,GEN,Kerala,Ramachandran Kadannappalli,Indian National Congress,"5,79,127","4,15,761",0.718
1971,Kasganj,441,GEN,Uttar Pradesh and Uttarakhand,Maha Deepak Singh,Bhartiya Jan Sangh,"5,57,818","2,88,871",0.518
1971,Katihar,78,GEN,Uttar PradeBihar,Gyaneshwar Prasad Yadav,Bhartiya Jan Sangh,"5,63,718","2,86,377",0.508
1971,Katwa,494,GEN,West Bengal,Saroj Mukherjee,Communist Party Of India MARXIST,"5,30,377","3,82,733",0.722
